Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
230,0,0,SidneyInBondage,"(Zwinge sie, Sidney zu umarmen.)|(1 Minute)","(Beide Mädchen sind gezwungen, sich zu umarmen und zu reiben.)|Oh mann!  Das ist nicht in Ordnug.",250,0,0,
230,0,0,,Du siehst gefsselt|aus wie ein Engel.,(Sie lacht und lächelt dich an.),230,0,0,
230,0,0,,"Wenn ich dich befreie,|kann ich dich später fesseln? (1 Min.)",Ooooh!  Ja!  Natürlich!|(Du befreist sie und schüttelst ihre Hand.),300,1,1,Untie()
230,0,0,,"Wenn ich dich befreie,|fesselst du mich später? (1 Min.)","Hehehe, Na gut.|(Du befreist sie und schüttelst ihre Hand.)",300,1,-2,Untie()
240,0,0,,(Dreh sieum.),(Du zingst sie sich zu drehen.)|Oooohh!  Ich würde dich lieber ansehen.,230,0,0,
240,0,0,,(Befreie sie.)|(1 Minute),(Du befreist sie langsam) Vielen Dank!|Kann ich meine Sachen wieder anziehen?,220,0,0,Untie()
240,0,0,,(Kitzle sie.)|(1 Minute),(Sie wird rot und kann nicht aufhören zu lachen.)|Hey!  Haaahahahaha!  Du bist witzig.,240,0,0,Tickle()
240,0,0,,(Schlag ihren Arsch.)|(1 Minute),(Du schlägst sie nochmal aber sie scheint es hinzunehmen.)|Hör auf!,240,0,0,Spank()
240,0,0,,"Du hast ein schönen|Hintern, weißt du?",Echt?  (Sie wird rot.),240,0,0,
240,0,0,,"Wenn ich dich befreie, kann|ich dich später fesseln? (1 Min.)",Ooooh!  Ja!  Natürlich!|(Du befreist sie und schüttelst ihre Hand.),300,1,1,Untie()
240,0,0,,"Wenn ich dich befreie, kannst du|mich später fesseln? (1 Min.)","Hehehe, Na gut.|(Du befreist sie und schüttelst ihre Hand.)",300,1,-2,Untie()
250,0,0,,(Trenne sie.),Danke.  Das war erniedrigend.,230,0,0,
250,0,0,,"(Zwine beide, sich zu küssen.)|(1 Minute)",Noch ein Kuss?  Widerlich!|(Du drückst beide zum Küssen zusammen.),260,0,0,ForceKiss()
250,0,0,,Ihr zwei seid ein| super Bondage-Duo.,(Beide starren dich an.),250,0,0,
260,0,0,,(Trenne sie.),Danke.  Das war erniedrigend.,230,0,0,
260,0,0,,(Stoppe den Kuss.),"Nichts für ungut, Sidney,|aber du bist nicht mein Typ.",250,0,0,
260,0,0,,Love is in the air!,Hey!  Das ist nicht witzig.|(Sie zeigt dir die Zunge.),260,0,0,
260,2,0,,Kann ich auch ein Kuss bekommen?,"Hehehe, ok.|(Sie dreht sich zu dir um dich zu küssen.)",260,0,0,
