Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
110,0,0,,¡Ja!  ¿No sabes |hacerlo mejor?,"¡Qué maleducada!, Te someteré.|(Te pega muy fuerte otra vez.)",120,-1,1,
110,0,0,,(Manten la calma|e intenta no gritar.),Aprende esta lección jovencita.|(Te pega otra vez pero no muy fuerte.),120,0,0,
120,0,0,,¡Por favor, señorita!|Seré buena.,(Te pega flojo una vez más.)|¿Asi que serás buena y cumplirás las normas?,130,1,-1,
120,0,0,,Miss Mildred.|Aprendí la lección.,(Te pega suave una vez más.)|¿así que serás educada y respetarás las reglas?,130,1,0,
120,0,0,,¿Crees que me|puedes hacer daño?,"(Te pega muy fuerte una vez más.)|Ultimo aviso, ¿Serás buena y respetarás las normas?",130,0,0,
120,0,0,,¡Jódete zorra!,"(Te pega muy fuerte una vez más)|Ultimo aviso, ¿Serás buena y respetarás las normas?",130,-1,1,
130,0,0,,Si Miss Mildred.|Por favor. Perdóname.,Estás perdonada. Ahora empecemos la clase.,50,2,-1,
130,0,0,,"Si,seré buena.",Bien.  Ahora podemos empezar la clase.,50,1,0,
130,0,0,,¡Ni de coña! Yo sigo|mis propias normas.,"(Te esposa y te pone una mordaza de bola.)|Si no sabes comportarte, estarás en clase así.",50,0,0,RestrainPlayer()
130,0,0,,(Te niegas a contestar.),"(Te esposa y te pone una mordaza de bola.)|Si no quieres contestar, te quedaras en silencio.",50,0,-1,RestrainPlayer()
200,0,0,Common_PlayerNotRestrained,(Habla para|llamar su atención.),,200,-1,0,Disturb()
200,0,0,Common_PlayerNotRestrained,(Intenta reducir|a Miss Mildred.),¿Quieres intentar reducir y atar a Miss Mildred?|(Cada estudiante que ayude aumenta la posibilidad de conseguirlo.),210,0,0,
200,0,0,Common_PlayerRestrained,¡Uummph!,(Ignora tus quejas|y las otras estudiantes se rien.),200,0,0,
200,0,0,Common_PlayerRestrained,(Tiras de las esposas.)|(1 minuto),(Te esfuera inútilmente.  Ella está segura de|que no escaparás y te ignora.),200,0,0,
210,0,0,Common_PlayerNotRestrained,"(Si, Intenta|someterle.)",,210,-2,0,Subdue()
210,0,0,,"(No, quizá más tarde.)",Renuncias a raptarle.|(Miss Mildred continua explicando la lección.),200,0,0,
220,0,0,,Enseñarme a mi|¡Ni de coña!,"(Te pega 6 veces, después te esposa y amordaza.)|Como no sabes comportarte, te quedarás así.",220,0,1,RestrainPlayer()
220,0,0,,¡Jódete zorra!,"(Te pega 10 veces, después te esposa y amordaza.)|Como no sabes comportarte, te quedarás así.",220,-1,0,RestrainPlayer()
220,0,0,,No!  ¡Por facor!|lo siento.,"(Te pega 2 veces, después te esposa y amordaza.)|Es tarde para excusas, te quedarás así.",220,0,-1,RestrainPlayer()
220,0,0,,(Quédate callada.),"(Te pega 4 veces, después te esposa y amordaza.)|Como no sabes comportarte, te quedarás así..",220,0,0,RestrainPlayer()
300,0,0,,"Mildred,aquí|mando yo ahora.",¿Mandas? Yo soy la profesora.|Vas a tener muchos problemas señorita.,310,0,1,
300,0,0,,"Profe, la clase|sepone interesante.",¡Tonterías!  Sigo al mando.|Vas a tener muchos problemas señorita.,310,0,0,
300,0,0,,"Si colaboras, esto|acabará rápido.",(asiente y se queda callada.),310,0,1,
300,0,0,,No esperaba que|fueras tan guapa.,"(Se ruboriza)  jovencita,|¿Qué has planeado exactamente?",310,1,0,
310,0,0,Common_PlayerNotRestrained,(hazle cosquillas.)|(1 minuto),(Intenta resistirse sin éxito y se rie silenciosamente.)|¡Estás agravando tus problemas!,310,0,0,
310,0,0,SearchAvail,(Busca entre su cosas.)|(1 minuto),(Buscas entre sus cosas y encuentras|cosas interesantes.)  ¡Ladronzuela!,310,-1,0,Search()
320,0,0,Common_PlayerNotRestrained,(Hazle cosquilas.)|(1 minuto),(Intenta resistirse sin éxito y se rie silenciosamente.),320,0,0,
320,0,0,Common_PlayerNotRestrained,(Quítale la mordaza.)|(1 minuto),(Desabrochas lentamente la mordaza.)|¡Jovencita!  Esto es muy inapropiado.,310,0,0,Ungag()
330,0,0,Common_PlayerNotRestrained,(Hazle cosquilas.)|(1 minuto),(Intenta resistirse sin éxito y se rie silenciosamente)|¡Estás agravando tus problemas!,330,0,0,
330,0,0,SearchAvail,(Busca entre su cosas.)|(1 minuto),(Buscas entre sus cosas y encuentras|cosas interesantes.)  ¡Ladronzuela!,330,-1,0,Search()
340,0,0,Common_PlayerNotRestrained,(Hazle cosquillas)|(1 minuto),(Intenta resistirse sin éxito y se rie silenciosamente.),340,0,0,
340,0,0,Common_PlayerNotRestrained,(Quítale la mordaza.)|(1 minuto),(Desabrochas lentamente la mordaza.)|¡Jovencita!  Esto es muy inapropiado.,330,0,0,Ungag()
410,0,0,Common_PlayerNotRestrained,(dale latigazos.)|(1 minuto),(le pegas muy fuerte con la fusta.)|¡Señorita!  ¡Te vas a arrepentir de esto!,410,0,0,Whip()
410,0,0,Common_PlayerNotRestrained,(Aparta la fusta.)|(1 minuto),(Apartas la fusta y|le vuelves a poner de pie),310,0,0,
420,0,0,Common_PlayerNotRestrained,(dale latigazos.)|(1 minuto),(le pegas muy fuerte con la fusta.)|(Grita enfadada con su mordaza.),420,0,0,Whip()
420,0,0,Common_PlayerNotRestrained,(Aparta la fusta.)|(1 minuto),(Apartas la fusta y|le vuelves a poner de pie),320,0,0,
420,0,0,Common_PlayerNotRestrained,(Quítale la mordaza.)|(1 minuto),(Desabrochas lentamente la mordaza.)|¡Jovencita!  Esto es muy inapropiado.,410,0,0,Ungag()
430,0,0,Common_PlayerNotRestrained,(dale latigazos.)|(1 minuto),(le pegas muy fuerte con la fusta.)|¡Señorita!  ¡Te vas a arrepentir de esto!,430,0,0,Whip()
430,0,0,Common_PlayerNotRestrained,(Aparta la fusta.)|(1 minuto),(Apartas la fusta y|le vuelves a poner de pie),330,0,0,
440,0,0,Common_PlayerNotRestrained,(dale latigazos.)|(1 minuto),(le pegas muy fuerte con la fusta.)|(Grita enfadada con su mordaza.).),440,0,0,Whip()
440,0,0,Common_PlayerNotRestrained,(Aparta la fusta.)|(1 minuto),(Apartas la fusta y|le vuelves a poner de pie),340,0,0,
440,0,0,Common_PlayerNotRestrained,(Quítale la mordaza.)|(1 minuto),(Desabrochas lentamente la mordaza.)|¡Jovencita!  Esto es muy inapropiado.,430,0,0,Ungag()
